spawn /usr/bin/ssh axadmin@172.24.179.142 grep wangnan@toshiba .ssh/authorized_keys >>/dev/null ||echo ssh-rsa AAAAB3NzaC1yc2EAAAABIwAAAQEA13Luhl2smtfuRnUCKc5inJM/vPVPzssm4Bt6W9amSVl+xSo7EZFw60UYQJ0rSDI1i6CSpbJZ05zS7itQ5SIlDknLu7tLG032YHb+2Op67oawo1D/MZtyOjjokD38mKP9xy7EQu2MPo6OOgGMKDQz5UbAUlIo6LqQV1PHO4zjZeVTLtOfagPFTtevDIqtkqM+4WmHAgK6Rs4/ocm3gJkJe9uphLNL0yTk+kjJjsoQOtmAbdSXJceRsX+RYQNxfnwekIXZ65e0p+M61h753W60DzIbjqzlaxwD3p+jZn9iCGREUQty8IpjXjM7zhYrn+/FYAWekrcUWAscRRZUZ4vfTQ== wangnan@toshiba >> .ssh/authorized_keys
DB::update_record(BSC,ATCA20_MCS_SMR,JBXMUX,3BK26881AAAD 06.'-'.BS0643U0L5F, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),19.11.2013,16:26:27)
DB::update_record(BTS,BTS_002/AT12_BST_ZJ ,AGX9E,3BK 27239 ACAA  01.'-'.YP12230F901, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,BTS_002/AT12_BST_ZJ ,TMXA09,3BK 28502 CAAD  01.'-'.YP1221014AD, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,12:41)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,TGT09,3BK 27162 AAAH  05.'-'.YP0950010F2, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,TRAG,3BK 08967 ABAC  01.'-'.YP032933824, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,ANCG,3BK 08992 AAAD  02.'-'.YP052855469, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,SUMX,3BK 27656 CBAA  02.'-'.YP112108C27, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,ANCG,3BK 08992 AAAD  02.'-'.YP052855724, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,TRAG,3BK 08967 ABAC  01.'-'.YP051635865, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,TRAG,3BK 08967 ABAC  01.'-'.YP052234483, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,TRAG,3BK 08967 ABAC  01.'-'.YP051635867, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,TGT18,3BK 27175 BAAA  01.'-'.YP10220EF2D, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,TRAD,3BK 08980 AAAG  08.'-'.YP041845249, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,TRAD,3BK 08980 AAAG  08.'-'.YP052586934, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,mxbts14/AT130_WZW_BST ,TRAD,3BK 08980 AAAG  08.'-'.YP052586973, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),28.11.2013,18:52)
DB::update_record(BTS,BTS_51/ATCA62_VQ_SW ,SUMX,3BK 27656 CAAA  03.'-'.BS1030U0234, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),26.11.2013,13:52)
DB::update_record(BTS,BTS52/ATCA61-MCS-ZWJ ,SUMX,3BK 27656 CAAA  03.'-'.BS1019U03YZ, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),26.11.2013,15:34)
DB::update_record(BTS,BTS_002/ATCA135_BSI_SJH ,TGT09,3BK 27162 AAAJ  05.'-'.YP102515591, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),18.10.2013,15:02)
DB::update_record(BTS,BTS_002/ATCA135_BSI_SJH ,TRAG,3BK 08967 AAAH  08.'-'.YP015043416, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),18.10.2013,15:02)
DB::update_record(BTS,BTS_002/ATCA135_BSI_SJH ,TMXA09,3BK 28502 AAAD  05.'-'.ST1030U0423, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),18.10.2013,15:02)
DB::update_record(BTS,BTS_002/ATCA135_BSI_SJH ,TRAG,3BK 08967 ABAC  01.'-'.YP032933743, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),18.10.2013,15:02)
DB::update_record(BTS,BTS_49/ATCA_05 ,SUMX,3BK 27656 CAAA  03.'-'.BS1030U05UY, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.08.2013,11:48)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,TRAG,3BK 08967 ABAC  01.'-'.YP032933842, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,SUMX,3BK 27656 AAAB  01.'-'.BS0803U0A7S, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,ANCG,3BK 08992 AAAB  02.'-'.BS0422U08A6, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,TRAG,3BK 08967 ABAC  01.'-'.YP042330318, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,TRAD,3BK 08980 AAAG  08.'-'.YP041845247, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,TRAD,3BK 08980 AAAG  08.'-'.YP041823337, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,TRAG,3BK 08967 ABAC  01.'-'.YP042330206, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,ANCG,3BK 08992 AAAB  02.'-'.BS0417U02EC, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,TGT09,3BK 27162 AAAB  05.'-'.BS0644U0HYV, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,TRAG,3BK 08967 ABAC  01.'-'.YP042315551, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,BTS_001/ATCA27_ZMX_BST ,TRAG,3BK 08967 ABAC  01.'-'.YP042315523, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),10.09.2013,19:43)
DB::update_record(BTS,LR cabinet BTS 144/atca143_MCS_HXH ,NMXA09,3BK 50600 AAAB  01.'-'.YP131509E3E, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,10:14)
DB::update_record(BTS,LR cabinet BTS 144/atca143_MCS_HXH ,NMXA18,3BK 50458 ABAA  01.'-'.BS1334U01VP, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,10:14)
DB::update_record(BTS,LR cabinet BTS 144/atca143_MCS_HXH ,NMXA18,3BK 50458 ABAA  01.'-'.BS1334U01VJ, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,10:14)
DB::update_record(BTS,LR cabinet BTS 144/atca143_MCS_HXH ,SUMX,3BK 27656 DBAA  01.'-'.SH1315G02FK, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,10:14)
DB::update_record(BTS,BTS_002/ATCA_05 ,SUMX,3BK 27656 CBAA  03.'-'.YP12300598E, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),31.07.2013,15:14)
DB::update_record(BTS,BTS_002/ATCA_05 ,TMXA09,3BK 28502 AABA  06.'-'.YP11100AA03, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),31.07.2013,15:14)
DB::update_record(BTS,BTS_002/ATCA_05 ,TMXA18,3BK 28682 AAAB  02.'-'.ST1120U1337, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),31.07.2013,15:14)
DB::update_record(BTS,BTS_002/ATCA_05 ,TGT18,3BK 27175 BAAA  01.'-'.YP10220EF2A, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),31.07.2013,15:14)
DB::update_record(BTS,BTS143/ATCA160_MCS_AA1 ,NMXA18,3BK 50458 ABAA  01.'-'.BS1329U071R, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,14:11)
DB::update_record(BTS,BTS143/ATCA160_MCS_AA1 ,NMXA18,3BK 50458 AAAA  01.'-'.BS1209P014N, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,14:11)
DB::update_record(BTS,BTS143/ATCA160_MCS_AA1 ,SUMX,3BK 27656 CBAA  03.'-'.YP11480BF21, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,14:11)
DB::update_record(BTS,BTS_001/Mx_ATCA17_SWS_GT ,TGT18,3BK 27175 BAAA  01.'-'.YP10220EF62, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.07.2013,18:43)
DB::update_record(BTS,BTS_001/Mx_ATCA17_SWS_GT ,TGT18,3BK 27175 BAAA  01.'-'.YP10220EF63, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.07.2013,18:43)
DB::update_record(BTS,BTS_001/Mx_ATCA17_SWS_GT ,TGT09,3BK 27162 AAAJ  05.'-'.YP1042027A3, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.07.2013,18:43)
DB::update_record(BTS,BTS_001/Mx_ATCA17_SWS_GT ,TGT18,3BK 27175 BAAA  01.'-'.YP095301E03, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.07.2013,18:43)
DB::update_record(BTS,BTS_001/Mx_ATCA17_SWS_GT ,TGT09,3BK 27162 AAAJ  05.'-'.YP104305700, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.07.2013,18:43)
DB::update_record(BTS,BTS_001/Mx_ATCA17_SWS_GT ,TGT18,3BK 27175 BAAA  01.'-'.YP09530206F, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),24.07.2013,18:43)
DB::update_record(BTS,BTS47/ATCA139_PTN_TZF ,SUMX,3BK 27656 CAAA  02.'-'.BS1004U0654, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.11.2013,12:29)
DB::update_record(BTS,BTS_88/ATCA20_MCS_SMR ,SUMX,3BK 27656 CBAA  02.'-'.YP1217136FB, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),26.11.2013,13:55)
DB::update_record(BTS,BTS111/ATCA163_MCS_CC ,NMXA18,3BK 50458 AAAA  02.'-'.BS1309U009N, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),02.12.2013,06:40)
DB::update_record(BTS,BTS111/ATCA163_MCS_CC ,NMXA18,3BK 50458 AAAA  01.'-'.BS1209P014M, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),02.12.2013,06:40)
DB::update_record(BTS,BTS111/ATCA163_MCS_CC ,NMXA09,3BK 50600 AAAB  01.'-'.YP13090060E, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),02.12.2013,06:40)
DB::update_record(BTS,BTS111/ATCA163_MCS_CC ,NMXA18,3BK 50458 AAAA  01.'-'.BS1211P01ZH, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),02.12.2013,06:40)
DB::update_record(BTS,BTS111/ATCA163_MCS_CC ,NMXA09,3BK 50600 AAAB  01.'-'.YP13090060D, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),02.12.2013,06:40)
DB::update_record(BTS,BTS111/ATCA163_MCS_CC ,NMXA09,3BK 50600 AAAB  01.'-'.YP13090060B, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),02.12.2013,06:40)
DB::update_record(BTS,BTS111/ATCA163_MCS_CC ,SUMX,3BK 27656 CBAA  03.'-'.YP123602D02, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),02.12.2013,06:40)
DB::update_record(BTS,BTS_001/AT89_BST_CYY ,TRAG,3BK 08967 ABAC  01.'-'.YP052234452, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),25.09.2013,10:26)
DB::update_record(BTS,BTS_001/AT89_BST_CYY ,TRAG,3BK 08967 ABAC  01.'-'.YP034671473, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),25.09.2013,10:26)
DB::update_record(BTS,BTS_001/AT89_BST_CYY ,TRAG,3BK 08967 ABAC  01.'-'.YP034671467, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),25.09.2013,10:26)
DB::update_record(BTS,BTS_001/AT89_BST_CYY ,TRAG,3BK 08967 ABAC  01.'-'.YP051635873, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),25.09.2013,10:26)
DB::update_record(BTS,BTS_001/AT89_BST_CYY ,TGT09,3BK 27162 AAAH  05.'-'.YP09500119C, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),25.09.2013,10:26)
DB::update_record(BTS,BTS_001/AT89_BST_CYY ,TRAG,3BK 08967 ABAC  01.'-'.YP032750994, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),25.09.2013,10:26)
DB::update_record(BTS,BTS_48/ATCA02_IRoPTN_SW ,SUMX,3BK 27656 CAAA  03.'-'.BS1025U02U5, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),21.11.2013,18:23)
DB::update_record(MFS,MFS645,JBXOMCP,3BK27236AACE06.'-'.YP12250396B, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXOMCP,3BK27236AACE06.'-'.YP123200892, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXSSW,3BK27237AACB07.'-'.YP122303B6A, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXSSW,3BK27237AACB07.'-'.YP122303B69, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JAXSMM,3BK27225AACB05.'-'.YP122303B55, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JAXSMM,3BK27225AACB05.'-'.YP122303B58, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXLIU,3BK26879AAAE 04.'-'.BS0738N24B5, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXLIU,3BK26879AAAE 04.'-'.BS0738N2471, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXMUX,3BK26881AABA 08.'-'.YP12230BFDC, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXMUX,3BK26881AABA 08.'-'.YP12230BFC8, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXGP2,3BK26857ABAA 02.'-'.YP12270A791, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXGP2,3BK26857ABAA 02.'-'.YP12270A7BC, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXGP2,3BK26857ABAA 02.'-'.YP12270A7B5, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MFS645,JBXGPU,3BK26857AAAH 09.'-'.YP1012092A6, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),22.10.2013,01:00:02)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXOMCP,3BK27236AACD06.'-'.YP103914A84, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXOMCP,3BK27236AACD06.'-'.YP103914A82, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXSSW,3BK27237AABA03.'-'.YP072388311, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXSSW,3BK27237AABA03.'-'.YP072388272, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JAXSMM,3BK27225AABA02.'-'.YP072426011, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JAXSMM,3BK27225AABA02.'-'.YP072911428, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXLIU,3BK26879AAAE 04.'-'.BS0727N0W4U, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXLIU,3BK26879AAAE 04.'-'.BS0727N0W4W, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXLIU,3BK26879AAAE 04.'-'.BS0729N1108, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXLIU,3BK26879AAAE 04.'-'.BS0729N10TT, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXLIU,3BK26879AAAE 04.'-'.BS0727N0W50, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXLIU,3BK26879AAAE 04.'-'.BS0729N11U9, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXMUX,3BK26881AAAD 06.'-'.BS0725N0PM1, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXMUX,3BK26881AAAD 06.'-'.BS0724N0220, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXGPU,3BK26857AAAF 07.'-'.BS0746U0YU5, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXGPU,3BK26857AAAE 07.'-'.BS0720U0JW3, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MxMFS_ATCA131_SWS_GT,JBXGPU,3BK26857AAAE 07.'-'.BS0719U0026, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),14.11.2013,01:00:01)
DB::update_record(MFS,MFS_518,JBXOMCP,3BK27236AAAA01.'-'.BS0615U038E, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXOMCP,3BK27236AABB03.'-'.YP073677937, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXSSW,3BK27237AACA05.'-'.YP091308FDA, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXSSW,3BK27237AABA03.'-'.BS0649U0569, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JAXSMM,3BK27225AABA02.'-'.BS0641U0BMY, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JAXSMM,3BK27225AABB02.'-'.YP084713A02, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXLIU,3BK26879AAAE 04.'-'.BS0749N2LYF, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXLIU,3BK26879AAAE 04.'-'.BS0749N2M2J, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXLIU,3BKÝ6879AAAB 02.'-'.BS0536U16FR, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXLIU,3BK26879AAAE 04.'-'.BS0749N2M2G, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXLIU,3BKÝ6879AAAB 02.'-'.BS0528U0N60, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXMUX,3BK26881AAAD 06.'-'.BS0637U0SUB, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXMUX,3BK26881AAAD 06.'-'.BS0634U11M1, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXGPU,3BK26857AAAH 09.'-'.YP10391E34C, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXGPU,3BK26857AAAD 06.'-'.BS0620U0R3F, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXGPU,3BK26857AAAH 09.'-'.YP1044073BE, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,MFS_518,JBXGP2,3BK26857ABAA 01.'-'.YP114615740, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),15.10.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXOMCP,3BK27236AACE06.'-'.YP112408E90, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXOMCP,3BK27236AACE06.'-'.YP112408E97, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXSSW,3BK27237AACA06.'-'.YP103202739, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXSSW,3BK27237AACA06.'-'.YP10320273F, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JAXSMM,3BK27225AACA04.'-'.YP10390B14D, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JAXSMM,3BK27225AACA04.'-'.YP10390B14F, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXLIU,3BK26879AABA 04.'-'.YP1022113AB, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXLIU,3BK26879AABA 04.'-'.YP1022113AD, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXLIU,3BK26879AABA 04.'-'.YP102211387, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXMUX,3BK26881AABA 07.'-'.YP104112744, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXMUX,3BK26881AABA 07.'-'.YP104112716, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXGP2,3BK26857ABAA 01.'-'.YP11381F30C, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
DB::update_record(MFS,ATCA_119_GCC_MFS,JBXGP3,3BK26857ACAA 04.'-'.BS1123U02N0, '',172.24.179.142 ,DBI::db=HASH(0xa0c67d0),29.11.2013,01:00:02)
